Format: x y z  (R = removed from domain due to fracture isolation)
-442.207461 -7.667475776 -242.189822
467.881899 463.977878 129.6969011 R
496.5052471 352.7779768 200.9005489 R
29.00076944 274.1113729 176.6869458
-126.8869851 -261.5906732 -370.7127864
-341.8540819 -237.1850933 -258.6276046
-245.7472981 -339.4549634 25.79934966
-33.54951877 338.050013 157.4083089
-171.4746498 16.59007017 -17.84186315
125.1285767 -252.4396901 333.8273811
-369.547552 38.7732063 -513.3906003
-180.3368803 -475.2127624 -477.6729652 R
167.3976394 -229.3907788 361.2281012
115.7280214 77.42867333 -274.8369867 R
418.6987716 254.6325002 44.30032177 R
468.7396586 -48.59088828 152.5477426
67.34094948 324.4100884 -304.9957291
-22.38668463 22.28515983 417.6189918
106.7295456 491.2331573 -191.9049348
-323.5920258 -269.9570654 355.0111136
240.5119099 -200.6758723 290.0637648
110.6295748 173.0042849 343.8643239
432.1735998 -107.0424908 516.450829 R
421.0362847 -361.2801487 97.62644478
-63.42976713 173.2684939 238.8045853
-398.2450233 445.832847 -261.1088941
-240.1337244 214.5149584 -222.0805707 R
195.436312 -109.1183477 517.204441
-296.8073066 -127.0510886 -459.2442769 R
-460.4417004 187.7532431 116.895286
-531.2536559 338.6556553 371.3520898
385.0382345 505.853635 461.2581598 R
100.0107774 -37.37481959 143.843384
-379.7742014 -526.1987422 476.5576135 R
519.4436564 -4.987238784 -245.0353275 R
511.9806691 501.9025178 152.6065152 R
89.49971517 -8.006316909 57.10393043
424.9667978 364.4005354 -114.3083275 R
86.43551269 383.5802936 51.13502809
234.8216216 419.7142962 106.4957025 R
-22.07446043 -268.5113554 281.4347238
-241.9194894 351.7507218 180.3819275 R
-292.8574198 -95.18443412 56.42810586
-73.33703625 250.5680313 -32.73993227
-142.8568261 492.4619137 399.77845
136.227673 -193.5620309 -338.1640769
300.4006173 -153.2288331 -214.1079886
-23.20558246 -361.0541017 -169.8113033
-178.1786808 115.0675659 423.0371033
-407.9436948 -26.79635224 -251.4283795
430.5905781 -204.8539692 -127.2432455
-463.8315656 478.0955407 289.0664099
243.158134 179.8306236 -300.9967347
-214.1278423 454.4158171 -480.8553586 R
-480.6205325 3.278647925 213.7840487
259.3316244 427.1120122 -161.3766675
45.26530753 273.4824884 -297.6555493 R
-212.9189484 -118.7689018 132.0328654 R
66.40258685 -15.31886799 -374.4087855
-40.33755621 -461.8165439 -64.32679041
198.5714035 218.1089247 485.3362166
-12.20748524 230.42734 98.52912185
-315.5453306 96.95533509 387.6732056 R
483.0897049 -331.0369959 1.651644073
341.3473571 -380.8616491 358.354664
-59.45048186 340.8334758 405.7353741
137.1687588 -422.1293806 443.2059661
356.5723289 -292.4791816 76.27346684
196.3908549 93.40266053 310.3115391
437.654212 310.1409614 -261.036481
-312.6570927 -5.401191935 -338.4690865 R
-100.7844531 99.29148937 -263.9881247
-15.17130614 86.80468425 235.5797586
119.8965347 -333.1898774 199.0909387
286.2719142 -248.0613934 -403.8467738
-16.98790445 217.2661674 -41.35249878
288.1942525 444.4852456 153.2574194
-401.2464881 -439.7847271 -309.3195626 R
405.1940874 -410.0623163 -210.5399188 R
109.9589619 64.3945025 -66.52713023
-153.7791791 39.42898159 -64.10226561
